Mietobjektschlüssel,Buchungskreis,Wirtschaftseinheit,Mieteinheit,Konditionsart,Miete pro Monat,Grundmiete
OS 6295/10206/1401,6295,10206,1401,7005,84.49,x
OS 6295/10206/1401,6295,10206,1401,8022,55.72,
OS 6295/10206/1401,6295,10206,1401,20D6,-13.02,x
OS 6295/10206/1401,6295,10206,1401,30E5,-85.26,x
OS 6295/10206/1176,6295,10206,1176,2001,40.91,x
OS 6295/10206/1176,6295,10206,1176,7005,64.94,x
OS 6295/10206/1176,6295,10206,1176,8022,17.30,
OS 6295/10206/1176,6295,10206,1176,30E5,-4.87,x
OS 6295/10206/1326,6295,10206,1326,2001,78.44,x
OS 6295/10206/1326,6295,10206,1326,7005,64.94,x
OS 6295/10206/1326,6295,10206,1326,8022,41.36,
OS 6295/10206/1326,6295,10206,1326,20D6,-0.66,x
OS 6295/10206/1326,6295,10206,1326,30E5,-14.16,x
OS 6295/10206/1512,6295,10206,1512,2001,10.22,x
OS 6295/10206/1512,6295,10206,1512,7005,22.64,x
OS 6295/10206/1512,6295,10206,1512,8022,48.95,
OS 6295/10206/1512,6295,10206,1512,30E5,-135.61,x
OS 6295/10206/1256,6295,10206,1256,2001,273.33,x
OS 6295/10206/1256,6295,10206,1256,7005,39.93,x
OS 6295/10206/1256,6295,10206,1256,8022,18.92,
OS 6295/10206/1256,6295,10206,1256,20D6,-3.60,x
OS 6295/10206/1386,6295,10206,1386,2001,645.98,x
OS 6295/10206/1386,6295,10206,1386,7005,22.13,x
OS 6295/10206/1386,6295,10206,1386,8022,55.04,
OS 6295/10206/1386,6295,10206,1386,20D6,-19.95,x
OS 6295/10206/1386,6295,10206,1386,30E5,-306.71,x
OS 6295/10206/1517,6295,10206,1517,2001,836.59,x
OS 6295/10206/1517,6295,10206,1517,7005,79.56,x
OS 6295/10206/1517,6295,10206,1517,8022,84.49,
OS 6295/10206/1517,6295,10206,1517,20D6,-11.59,x
OS 6295/10206/1517,6295,10206,1517,30E5,-49.87,x
OS 6295/10206/1484,6295,10206,1484,2001,303.19,x
OS 6295/10206/1484,6295,10206,1484,7005,179.99,x
OS 6295/10206/1484,6295,10206,1484,8022,66.91,
OS 6295/10206/1484,6295,10206,1484,20D6,-2.97,x
OS 6295/10206/1484,6295,10206,1484,30E5,-191.96,x
OS 6295/10206/1357,6295,10206,1357,2001,236.66,x
OS 6295/10206/1357,6295,10206,1357,7005,17.62,x
OS 6295/10206/1357,6295,10206,1357,8022,39.79,
OS 6295/10206/1357,6295,10206,1357,30E5,-46.92,x
OS 6295/10206/1489,6295,10206,1489,2001,85.77,x
OS 6295/10206/1489,6295,10206,1489,7005,52.18,x
OS 6295/10206/1489,6295,10206,1489,8022,10.50,
OS 6295/10206/1489,6295,10206,1489,30E5,-4.57,x
OS 6295/10206/1235,6295,10206,1235,2001,105.97,x
OS 6295/10206/1235,6295,10206,1235,7005,0.92,x
OS 6295/10206/1235,6295,10206,1235,8022,5.42,
OS 6295/10206/1235,6295,10206,1235,20D6,-3.73,x
OS 6295/10206/1235,6295,10206,1235,30E5,-74.00,x
OS 6295/10206/1340,6295,10206,1340,2001,234.68,x
OS 6295/10206/1340,6295,10206,1340,7005,22.64,x
OS 6295/10206/1340,6295,10206,1340,8022,52.01,
OS 6295/10206/1340,6295,10206,1340,8022,84.49,
OS 6295/10206/1340,6295,10206,1340,30E5,-37.08,x
OS 6295/10206/1380,6295,10206,1380,40L8,87.33,
OS 6295/10206/1499,6295,10206,1499,2001,290.23,x
OS 6295/10206/1499,6295,10206,1499,7005,66.91,x
OS 6295/10206/1499,6295,10206,1499,8022,73.34,
OS 6295/10206/1499,6295,10206,1499,70C0,14.03,
OS 6295/10206/1499,6295,10206,1499,20D6,-62.88,x
OS 6295/10206/1454,6295,10206,1454,2001,404.02,x
OS 6295/10206/1454,6295,10206,1454,7005,71.26,x
OS 6295/10206/1454,6295,10206,1454,8022,39.79,
OS 6295/10206/1454,6295,10206,1454,30E5,-60.88,x
OS 6295/10206/1284,6295,10206,1284,2001,486.29,x
OS 6295/10206/1284,6295,10206,1284,7005,81.87,x
OS 6295/10206/1284,6295,10206,1284,8022,41.36,
OS 6295/10206/1306,6295,10206,1306,2001,211.70,x
OS 6295/10206/1306,6295,10206,1306,7005,65.03,x
OS 6295/10206/1306,6295,10206,1306,8022,52.01,
OS 6295/10206/1656,6295,10206,1656,2001,50.04,x
OS 6295/10206/1656,6295,10206,1656,7005,14.86,x
OS 6295/10206/1656,6295,10206,1656,8022,14.03,
OS 6295/10206/1656,6295,10206,1656,30E5,-0.25,x
OS 6295/10206/1398,6295,10206,1398,2001,361.53,x
OS 6295/10206/1398,6295,10206,1398,7005,67.46,x
OS 6295/10206/1398,6295,10206,1398,8022,15.84,
OS 6295/10206/1662,6295,10206,1662,2001,315.67,x
OS 6295/10206/1662,6295,10206,1662,7005,66.57,x
OS 6295/10206/1662,6295,10206,1662,8022,73.34,
OS 6295/10206/1662,6295,10206,1662,20D6,-2.12,x
OS 6295/10206/1462,6295,10206,1462,2001,477.95,x
OS 6295/10206/1462,6295,10206,1462,7005,41.11,x
OS 6295/10206/1462,6295,10206,1462,8022,35.41,
OS 6295/10206/1462,6295,10206,1462,20D6,-20.38,x
OS 6295/10206/1462,6295,10206,1462,30E5,-6.59,x
OS 6295/10206/1589,6295,10206,1589,2001,456.03,x
OS 6295/10206/1589,6295,10206,1589,7005,86.76,x
OS 6295/10206/1589,6295,10206,1589,8022,57.92,
OS 6295/10206/1589,6295,10206,1589,30E5,-107.92,x
OS 6295/10207/1033,6295,10207,1033,2001,231.30,x
OS 6295/10207/1033,6295,10207,1033,7005,79.94,x
OS 6295/10207/1033,6295,10207,1033,8022,16.83,
OS 6295/10207/1223,6295,10207,1223,2001,173.50,x
OS 6295/10207/1223,6295,10207,1223,7005,72.50,x
OS 6295/10207/1223,6295,10207,1223,8022,39.93,
OS 6295/10207/1223,6295,10207,1223,20D6,-3.02,x
OS 6295/10207/1281,6295,10207,1281,2001,378.18,x
OS 6295/10207/1281,6295,10207,1281,7005,141.10,x
OS 6295/10207/1281,6295,10207,1281,8022,36.20,
OS 6295/10207/1281,6295,10207,1281,20D6,-19.61,x
OS 6295/10207/1286,6295,10207,1286,2001,96.10,x
OS 6295/10207/1286,6295,10207,1286,7005,21.20,x
OS 6295/10207/1286,6295,10207,1286,8022,35.93,
OS 6295/10207/1398,6295,10207,1398,2001,449.33,x
OS 6295/10207/1398,6295,10207,1398,7005,99.06,x
OS 6295/10207/1398,6295,10207,1398,8022,22.55,
OS 6295/10207/1398,6295,10207,1398,30E5,-18.36,x
OS 6295/10207/1346,6295,10207,1346,2001,97.29,x
OS 6295/10207/1346,6295,10207,1346,7005,32.49,x
OS 6295/10207/1346,6295,10207,1346,8022,12.80,
OS 6295/10207/1195,6295,10207,1195,2001,421.02,x
OS 6295/10207/1195,6295,10207,1195,7005,9.51,x
OS 6295/10207/1195,6295,10207,1195,8022,24.48,
OS 6295/10207/1195,6295,10207,1195,20D6,-9.23,x
OS 6295/10207/1195,6295,10207,1195,30E5,-14.12,x
OS 6295/10207/1292,6295,10207,1292,2001,432.54,x
OS 6295/10207/1292,6295,10207,1292,7005,119.08,x
OS 6295/10207/1292,6295,10207,1292,8022,43.01,
OS 6295/10207/1292,6295,10207,1292,20D6,-0.13,x
OS 6295/10207/1292,6295,10207,1292,30E5,-8.87,x
OS 6295/10207/1177,6295,10207,1177,2001,326.99,x
OS 6295/10207/1177,6295,10207,1177,7005,48.52,x
OS 6295/10207/1177,6295,10207,1177,8022,41.36,
OS 6295/10207/1177,6295,10207,1177,20D6,-10.12,x
OS 6295/10207/1177,6295,10207,1177,30E5,-62.70,x
OS 6295/10207/1376,6295,10207,1376,2001,104.62,x
OS 6295/10207/1376,6295,10207,1376,7005,40.65,x
OS 6295/10207/1376,6295,10207,1376,8022,65.91,
OS 6295/10207/1376,6295,10207,1376,20D6,-0.54,x
OS 6295/10207/1223,6295,10207,1223,2001,464.97,x
OS 6295/10207/1223,6295,10207,1223,7005,141.10,x
OS 6295/10207/1223,6295,10207,1223,8022,77.42,
OS 6295/10207/1223,6295,10207,1223,20D6,-38.54,x
OS 6295/10207/1223,6295,10207,1223,30E5,-1.33,x
OS 6295/10207/1401,6295,10207,1401,2001,193.88,x
OS 6295/10207/1401,6295,10207,1401,7005,73.84,x
OS 6295/10207/1401,6295,10207,1401,8022,12.04,
OS 6295/10207/1401,6295,10207,1401,20D6,-18.06,x
OS 6295/10207/1401,6295,10207,1401,30E5,-44.65,x
OS 6295/10207/1176,6295,10207,1176,Z080,12.80,
OS 6295/10207/1326,6295,10207,1326,Z080,19.09,
OS 6295/10207/1512,6295,10207,1512,Z080,9.19,
OS 6295/10216/1033,6295,10216,1033,2014,322.52,
OS 6295/10216/1033,6295,10216,1033,2014,322.52,
OS 6295/10216/1033,6295,10216,1033,2014,322.52,
OS 6295/10216/1033,6295,10216,1033,3011,23.73,
OS 6295/10216/1033,6295,10216,1033,3011,23.73,
OS 6295/10216/1033,6295,10216,1033,3011,23.73,
OS 6295/10216/1033,6295,10216,1033,7034,36.74,
OS 6295/10216/1033,6295,10216,1033,7034,36.74,
OS 6295/10216/1033,6295,10216,1033,7034,36.74,
OS 6295/10216/1223,6295,10216,1223,2014,410.28,
OS 6295/10216/1223,6295,10216,1223,2014,410.28,
OS 6295/10216/1223,6295,10216,1223,2014,410.28,
OS 6295/10216/1223,6295,10216,1223,3011,72.09,
OS 6295/10216/1223,6295,10216,1223,3011,72.09,
OS 6295/10216/1223,6295,10216,1223,3011,72.09,
OS 6295/10216/1223,6295,10216,1223,7034,33.90,
OS 6295/10216/1223,6295,10216,1223,7034,33.90,
OS 6295/10216/1223,6295,10216,1223,7034,33.90,
OS 6295/10216/1281,6295,10216,1281,2001,108.16,x
OS 6295/10216/1281,6295,10216,1281,7005,59.24,x
OS 6295/10216/1281,6295,10216,1281,8022,67.46,
OS 6295/10216/1286,6295,10216,1286,2001,0.38,x
OS 6295/10216/1286,6295,10216,1286,7005,11.50,x
OS 6295/10216/1286,6295,10216,1286,8022,57.09,
OS 6295/10203/1033,6295,10203,1033,2014,35.35,
OS 6295/10203/1033,6295,10203,1033,2014,35.35,
OS 6295/10203/1033,6295,10203,1033,2014,35.35,
OS 6295/10203/1033,6295,10203,1033,3011,84.49,
OS 6295/10203/1033,6295,10203,1033,3011,84.49,
OS 6295/10203/1033,6295,10203,1033,3011,84.49,
OS 6295/10203/1033,6295,10203,1033,7034,39.93,
OS 6295/10203/1033,6295,10203,1033,7034,39.93,
OS 6295/10203/1033,6295,10203,1033,7034,39.93,
OS 6295/10203/1223,6295,10203,1223,2014,590.56,
OS 6295/10203/1223,6295,10203,1223,3011,38.95,
OS 6295/10203/1223,6295,10203,1223,7034,72.65,
OS 6295/10203/1223,6295,10203,1223,2014,"1,367.20",
OS 6295/10203/1223,6295,10203,1223,2014,"1,367.20",
OS 6295/10203/1223,6295,10203,1223,2014,731.70,
OS 6295/10203/1223,6295,10203,1223,2014,"1,460.50",
OS 6295/10203/1223,6295,10203,1223,3011,102.00,
OS 6295/10203/1223,6295,10203,1223,3011,102.00,
OS 6295/10203/1223,6295,10203,1223,7034,95.38,
OS 6295/10203/1223,6295,10203,1223,7034,95.38,
OS 6295/10203/1281,6295,10203,1281,2014,502.14,
OS 6295/10203/1281,6295,10203,1281,2014,502.14,
OS 6295/10203/1281,6295,10203,1281,2014,502.14,
OS 6295/10203/1281,6295,10203,1281,3011,141.10,
OS 6295/10203/1281,6295,10203,1281,3011,141.10,
OS 6295/10203/1281,6295,10203,1281,3011,141.10,
OS 6295/10203/1281,6295,10203,1281,7034,10.68,
OS 6295/10203/1281,6295,10203,1281,7034,10.68,
OS 6295/10203/1281,6295,10203,1281,7034,10.68,
OS 6295/10203/1286,6295,10203,1286,2001,209.58,x
OS 6295/10203/1286,6295,10203,1286,7005,35.15,x
OS 6295/10203/1286,6295,10203,1286,8022,2.71,
OS 6295/10203/1398,6295,10203,1398,2001,91.96,x
OS 6295/10203/1398,6295,10203,1398,7005,67.46,x
OS 6295/10203/1398,6295,10203,1398,8022,71.26,
OS 6295/10203/1346,6295,10203,1346,2001,258.30,x
OS 6295/10203/1346,6295,10203,1346,7005,192.81,x
OS 6295/10203/1346,6295,10203,1346,8022,40.65,
OS 6295/10203/1195,6295,10203,1195,2001,101.18,x
OS 6295/10203/1195,6295,10203,1195,7005,35.15,x
OS 6295/10203/1195,6295,10203,1195,8022,2.74,
OS 6295/10203/1292,6295,10203,1292,2001,359.47,x
OS 6295/10203/1292,6295,10203,1292,7005,31.22,x
OS 6295/10203/1292,6295,10203,1292,8022,26.23,
OS 6295/10203/1177,6295,10203,1177,2001,83.03,x
OS 6295/10203/1177,6295,10203,1177,7005,45.39,x
OS 6295/10203/1177,6295,10203,1177,8022,52.01,
OS 6295/10203/1376,6295,10203,1376,2001,249.09,x
OS 6295/10203/1376,6295,10203,1376,7005,39.93,x
OS 6295/10203/1376,6295,10203,1376,8022,15.84,
OS 6295/10203/9263,6295,10203,9263,6045,19.09,
OS 6295/10203/9096,6295,10203,9096,2034,14.03,
OS 6295/10203/9096,6295,10203,9096,2034,14.03,
OS 6295/10203/9096,6295,10203,9096,2034,14.03,
OS 6295/10203/9251,6295,10203,9251,2034,30.31,
OS 6295/10203/9251,6295,10203,9251,2034,30.31,
OS 6295/10203/9251,6295,10203,9251,2034,30.31,
OS 6295/10203/9332,6295,10203,9332,2034,30.31,
OS 6295/10203/9332,6295,10203,9332,2034,30.31,
OS 6295/10203/9332,6295,10203,9332,2034,30.31,
OS 6295/10203/9158,6295,10203,9158,2034,30.31,
OS 6295/10203/9158,6295,10203,9158,2034,30.31,
OS 6295/10203/9158,6295,10203,9158,2034,30.31,
OS 6295/10203/9410,6295,10203,9410,2034,14.03,
OS 6295/10203/9410,6295,10203,9410,2034,14.03,
OS 6295/10203/9410,6295,10203,9410,2034,14.03,
OS 6295/10203/9364,6295,10203,9364,2034,19.09,
OS 6295/10203/9364,6295,10203,9364,2034,19.09,
OS 6295/10203/9364,6295,10203,9364,2034,19.09,
OS 6295/10203/9287,6295,10203,9287,2034,14.03,
OS 6295/10203/9287,6295,10203,9287,2034,14.03,
OS 6295/10203/9287,6295,10203,9287,2034,14.03,
OS 6295/10203/9298,6295,10203,9298,2034,2.74,
OS 6295/10203/9298,6295,10203,9298,2034,2.74,
OS 6295/10203/9298,6295,10203,9298,2034,2.74,
OS 6295/10203/9376,6295,10203,9376,2034,2.74,
OS 6295/10203/9376,6295,10203,9376,2034,55.04,
OS 6295/10203/9376,6295,10203,9376,2034,55.04,
OS 6295/10203/9350,6295,10203,9350,2034,14.03,
OS 6295/10203/9350,6295,10203,9350,2034,14.03,
OS 6295/10203/9350,6295,10203,9350,2034,14.03,
OS 6295/10203/9159,6295,10203,9159,2034,19.09,
OS 6295/10203/9159,6295,10203,9159,2034,19.09,
OS 6295/10203/9159,6295,10203,9159,2034,19.09,
OS 6295/10203/9470,6295,10203,9470,2034,30.31,
OS 6295/10203/9470,6295,10203,9470,2034,30.31,
OS 6295/10203/9470,6295,10203,9470,2034,30.31,
OS 6295/10203/9256,6295,10203,9256,2034,30.31,
OS 6295/10203/9256,6295,10203,9256,2034,30.31,
OS 6295/10203/9256,6295,10203,9256,2034,30.31,
OS 6295/10203/9180,6295,10203,9180,2034,19.09,
OS 6295/10203/9180,6295,10203,9180,2034,19.09,
OS 6295/10203/9180,6295,10203,9180,2034,19.09,
OS 6295/10203/9529,6295,10203,9529,2034,0.24,
OS 6295/10203/9529,6295,10203,9529,2034,0.24,
OS 6295/10203/9529,6295,10203,9529,2034,0.24,
OS 6295/10238/1033,6295,10238,1033,2014,288.00,
OS 6295/10238/1033,6295,10238,1033,2014,288.00,
OS 6295/10238/1033,6295,10238,1033,2014,288.00,
OS 6295/10238/1033,6295,10238,1033,3011,20.59,
OS 6295/10238/1033,6295,10238,1033,3011,20.59,
OS 6295/10238/1033,6295,10238,1033,3011,20.59,
OS 6295/10238/1033,6295,10238,1033,7034,55.04,
OS 6295/10238/1033,6295,10238,1033,7034,55.04,
OS 6295/10238/1033,6295,10238,1033,7034,55.04,
OS 6295/10238/1223,6295,10238,1223,2001,352.83,x
OS 6295/10238/1223,6295,10238,1223,7005,80.16,x
OS 6295/10238/1223,6295,10238,1223,8022,57.09,
OS 6295/10238/1281,6295,10238,1281,2001,277.78,x
OS 6295/10238/1281,6295,10238,1281,7005,77.42,x
OS 6295/10238/1281,6295,10238,1281,8022,55.04,
OS 6295/10238/1286,6295,10238,1286,2001,248.62,x
OS 6295/10238/1286,6295,10238,1286,7005,72.09,x
OS 6295/10238/1286,6295,10238,1286,8022,84.49,
OS 6295/10238/1398,6295,10238,1398,2001,551.35,x
OS 6295/10238/1398,6295,10238,1398,7005,86.76,x
OS 6295/10238/1398,6295,10238,1398,8022,95.38,
OS 6295/10238/1346,6295,10238,1346,2001,872.87,x
OS 6295/10238/1346,6295,10238,1346,7005,192.81,x
OS 6295/10238/1346,6295,10238,1346,8022,192.81,
OS 6295/10238/1195,6295,10238,1195,2014,"3,432.07",
OS 6295/10238/1195,6295,10238,1195,2014,"3,432.07",
OS 6295/10238/1195,6295,10238,1195,2014,"3,432.07",
OS 6295/10238/1195,6295,10238,1195,3011,"1,758.30",
OS 6295/10238/1195,6295,10238,1195,3011,"1,758.30",
OS 6295/10238/1195,6295,10238,1195,3011,"1,758.30",
OS 6295/10238/1195,6295,10238,1195,7034,294.88,
OS 6295/10238/1195,6295,10238,1195,7034,294.88,
OS 6295/10238/1195,6295,10238,1195,7034,294.88,
OS 6295/10206/1033,6295,10206,1033,2014,"1,182.90",
OS 6295/10206/1033,6295,10206,1033,2014,"1,182.90",
OS 6295/10206/1033,6295,10206,1033,2014,"1,182.90",
OS 6295/10206/1033,6295,10206,1033,3011,514.25,
OS 6295/10206/1033,6295,10206,1033,3011,514.25,
OS 6295/10206/1033,6295,10206,1033,3011,514.25,
OS 6295/10206/1033,6295,10206,1033,7034,177.96,
OS 6295/10206/1033,6295,10206,1033,7034,177.96,
OS 6295/10206/1033,6295,10206,1033,7034,177.96,
OS 6295/10206/1223,6295,10206,1223,2001,403.08,x
OS 6295/10206/1223,6295,10206,1223,7005,23.73,x
OS 6295/10206/1223,6295,10206,1223,8022,124.84,
OS 6295/10206/1281,6295,10206,1281,2001,414.13,x
OS 6295/10206/1281,6295,10206,1281,3011,47.15,
OS 6295/10206/1281,6295,10206,1281,7034,69.59,
OS 6295/10206/1281,6295,10206,1281,70C0,14.03,
OS 6295/10206/1286,6295,10206,1286,2001,573.50,x
OS 6295/10206/1286,6295,10206,1286,7005,68.36,x
OS 6295/10206/1286,6295,10206,1286,8022,72.50,
OS 6295/10206/1398,6295,10206,1398,2001,40.19,x
OS 6295/10206/1398,6295,10206,1398,7005,79.94,x
OS 6295/10206/1398,6295,10206,1398,8022,68.36,
OS 6295/10206/1346,6295,10206,1346,2001,217.78,x
OS 6295/10206/1346,6295,10206,1346,7005,52.18,x
OS 6295/10206/1346,6295,10206,1346,8022,35.15,
OS 6295/10206/1346,6295,10206,1346,6006,12.80,x
OS 6295/10206/1195,6295,10206,1195,2001,350.57,x
OS 6295/10206/1195,6295,10206,1195,7005,35.15,x
OS 6295/10206/1195,6295,10206,1195,8022,12.80,
OS 6295/10206/1195,6295,10206,1195,6006,1.09,x
OS 6295/10206/1292,6295,10206,1292,2001,149.99,x
OS 6295/10206/1292,6295,10206,1292,7005,16.83,x
OS 6295/10206/1292,6295,10206,1292,8022,0.67,
OS 6295/10206/1292,6295,10206,1292,6006,12.80,x
OS 6295/10200/1033,6295,10200,1033,2001,193.88,x
OS 6295/10200/1033,6295,10200,1033,7005,35.41,x
OS 6295/10200/1033,6295,10200,1033,8022,41.36,
OS 6295/10200/1033,6295,10200,1033,20D6,-18.06,x
OS 6295/10200/1033,6295,10200,1033,30E5,-48.35,x
OS 6295/10200/1223,6295,10200,1223,2001,721.38,x
OS 6295/10200/1223,6295,10200,1223,7005,124.84,x
OS 6295/10200/1223,6295,10200,1223,8022,31.23,
OS 6295/10200/1223,6295,10200,1223,20D6,-9.27,x
OS 6295/10200/1281,6295,10200,1281,2001,433.82,x
OS 6295/10200/1281,6295,10200,1281,7005,22.64,x
OS 6295/10200/1281,6295,10200,1281,8022,37.78,
OS 6295/10200/1286,6295,10200,1286,2001,96.36,x
OS 6295/10200/1286,6295,10200,1286,7005,99.06,x
OS 6295/10200/1286,6295,10200,1286,8022,15.84,
OS 6295/10200/1286,6295,10200,1286,20D6,-3.16,x
OS 6295/10200/1398,6295,10200,1398,2001,503.94,x
OS 6295/10200/1398,6295,10200,1398,7005,86.56,x
OS 6295/10200/1398,6295,10200,1398,8022,1.09,
OS 6295/10200/1398,6295,10200,1398,20D6,-5.38,x
OS 6295/10200/1346,6295,10200,1346,2001,300.80,x
OS 6295/10200/1346,6295,10200,1346,7005,84.49,x
OS 6295/10200/1346,6295,10200,1346,8022,15.11,
OS 6295/10200/1346,6295,10200,1346,20D6,-5.21,x
OS 6295/10200/1195,6295,10200,1195,2001,34.91,x
OS 6295/10200/1195,6295,10200,1195,6045,14.84,
OS 6295/10200/1195,6295,10200,1195,7005,49.05,x
OS 6295/10200/1195,6295,10200,1195,8022,12.04,
OS 6295/10200/1195,6295,10200,1195,20D6,-4.63,x
OS 6295/10200/1292,6295,10200,1292,2001,143.99,x
OS 6295/10200/1292,6295,10200,1292,7005,57.61,x
OS 6295/10200/1292,6295,10200,1292,8022,5.42,
OS 6295/10200/1292,6295,10200,1292,20D6,-7.00,x
OS 6295/10200/1177,6295,10200,1177,2001,19.46,x
OS 6295/10200/1177,6295,10200,1177,7005,102.07,x
OS 6295/10200/1177,6295,10200,1177,8022,64.94,
OS 6295/10200/1177,6295,10200,1177,20D6,-16.68,x
OS 6295/10200/1376,6295,10200,1376,2001,399.16,x
OS 6295/10200/1376,6295,10200,1376,7005,89.65,x
OS 6295/10200/1376,6295,10200,1376,8022,41.36,
OS 6295/10200/1376,6295,10200,1376,20D6,-16.68,x
OS 6295/10200/1223,6295,10200,1223,2001,368.77,x
OS 6295/10200/1223,6295,10200,1223,7005,79.94,x
OS 6295/10200/1223,6295,10200,1223,8022,55.04,
OS 6295/10200/1223,6295,10200,1223,20D6,-26.06,x
OS 6295/10200/1223,6295,10200,1223,30E5,-26.33,x
OS 6295/10200/1401,6295,10200,1401,2001,317.47,x
OS 6295/10200/1401,6295,10200,1401,7005,79.56,x
OS 6295/10200/1401,6295,10200,1401,8022,51.19,
OS 6295/10200/1401,6295,10200,1401,20D6,-16.95,x
OS 6295/10200/1176,6295,10200,1176,2001,354.73,x
OS 6295/10200/1176,6295,10200,1176,7005,84.49,x
OS 6295/10200/1176,6295,10200,1176,8022,1.09,
OS 6295/10200/1176,6295,10200,1176,20D6,-16.63,x
OS 6295/10200/1326,6295,10200,1326,2001,662.41,x
OS 6295/10200/1326,6295,10200,1326,7005,122.25,x
OS 6295/10200/1326,6295,10200,1326,8022,0.80,
OS 6295/10200/1326,6295,10200,1326,70C0,12.80,
OS 6295/10200/1326,6295,10200,1326,20D6,-17.10,x
OS 6295/10200/1326,6295,10200,1326,20D6,-40.04,x
OS 6295/10200/1512,6295,10200,1512,2001,501.15,x
OS 6295/10200/1512,6295,10200,1512,6045,14.84,
OS 6295/10200/1512,6295,10200,1512,7005,63.59,x
OS 6295/10200/1512,6295,10200,1512,8022,15.84,
OS 6295/10200/1256,6295,10200,1256,2001,295.71,x
OS 6295/10200/1256,6295,10200,1256,7005,95.38,x
OS 6295/10200/1256,6295,10200,1256,8022,65.91,
OS 6295/10200/1256,6295,10200,1256,20D6,-18.45,x
OS 6295/10200/1256,6295,10200,1256,30E5,-1.20,x
OS 6295/10200/1386,6295,10200,1386,2001,518.06,x
OS 6295/10200/1386,6295,10200,1386,7005,23.21,x
OS 6295/10200/1386,6295,10200,1386,8022,55.04,
OS 6295/10200/1517,6295,10200,1517,2001,429.42,x
OS 6295/10200/1517,6295,10200,1517,7005,22.64,x
OS 6295/10200/1517,6295,10200,1517,8022,19.09,
OS 6295/10200/1484,6295,10200,1484,2001,330.11,x
OS 6295/10200/1484,6295,10200,1484,7005,22.64,x
OS 6295/10200/1484,6295,10200,1484,8022,14.03,
OS 6295/10200/1484,6295,10200,1484,20D6,-14.15,x
OS 6295/10200/1484,6295,10200,1484,30E5,-11.39,x
OS 6295/10200/1357,6295,10200,1357,2001,395.69,x
OS 6295/10200/1357,6295,10200,1357,7005,89.65,x
OS 6295/10200/1357,6295,10200,1357,8022,65.91,
OS 6295/10200/1357,6295,10200,1357,20D6,-4.73,x
OS 6295/10200/1489,6295,10200,1489,2001,747.52,x
OS 6295/10200/1489,6295,10200,1489,7005,78.40,x
OS 6295/10200/1489,6295,10200,1489,8022,55.04,
OS 6295/10200/1489,6295,10200,1489,20D6,-12.44,x
OS 6295/10200/1489,6295,10200,1489,30E5,-21.28,x
OS 6295/10200/1235,6295,10200,1235,2001,246.29,x
OS 6295/10200/1235,6295,10200,1235,7005,102.07,x
OS 6295/10200/1235,6295,10200,1235,8022,72.09,
OS 6295/10200/1235,6295,10200,1235,20D6,-6.52,x
OS 6295/10200/9263,6295,10200,9263,6045,14.38,
OS 6295/10200/9332,6295,10200,9332,6045,19.09,
OS 6295/10200/9410,6295,10200,9410,6045,14.38,
OS 6295/10200/9364,6295,10200,9364,6045,14.38,
OS 6295/10200/9287,6295,10200,9287,6045,14.38,
OS 6295/10200/9376,6295,10200,9376,6045,19.09,
OS 6295/10275/1033,6295,10275,1033,5027,297.50,
OS 6295/10275/1033,6295,10275,1033,7005,23.73,x
OS 6295/10275/1033,6295,10275,1033,8022,36.10,
OS 6295/10275/1223,6295,10275,1223,2014,80.12,
OS 6295/10275/1223,6295,10275,1223,2014,80.12,
OS 6295/10275/1223,6295,10275,1223,2014,80.12,
OS 6295/10275/1223,6295,10275,1223,3011,57.61,
OS 6295/10275/1223,6295,10275,1223,3011,57.61,
OS 6295/10275/1223,6295,10275,1223,3011,57.61,
OS 6295/10275/1223,6295,10275,1223,7034,15.84,
OS 6295/10275/1223,6295,10275,1223,7034,15.84,
OS 6295/10275/1223,6295,10275,1223,7034,15.84,
OS 6295/10275/1281,6295,10275,1281,2001,425.94,x
OS 6295/10275/1281,6295,10275,1281,7005,86.56,x
OS 6295/10275/1281,6295,10275,1281,8022,5.42,
OS 6295/10275/1398,6295,10275,1398,2001,219.03,x
OS 6295/10275/1398,6295,10275,1398,7005,21.20,x
OS 6295/10275/1398,6295,10275,1398,8022,51.19,
OS 6295/10275/1398,6295,10275,1398,20D6,-13.47,x
OS 6295/10275/1346,6295,10275,1346,2001,600.51,x
OS 6295/10275/1346,6295,10275,1346,7005,22.64,x
OS 6295/10275/1346,6295,10275,1346,8022,14.03,
OS 6295/10275/1346,6295,10275,1346,20D6,-4.03,x
OS 6295/10275/1346,6295,10275,1346,30E5,-85.07,x
OS 6295/10275/1195,6295,10275,1195,2001,330.25,x
OS 6295/10275/1195,6295,10275,1195,7005,119.08,x
OS 6295/10275/1195,6295,10275,1195,8022,10.50,
OS 6295/10275/1195,6295,10275,1195,20D6,-3.08,x
OS 6295/10275/1195,6295,10275,1195,30E5,-6.77,x
OS 6295/10275/1292,6295,10275,1292,2001,123.81,x
OS 6295/10275/1292,6295,10275,1292,7005,81.87,x
OS 6295/10275/1292,6295,10275,1292,8022,41.36,
OS 6295/10275/1292,6295,10275,1292,20D6,-11.29,x
OS 6295/10275/1177,6295,10275,1177,2001,297.65,x
OS 6295/10275/1177,6295,10275,1177,7005,66.57,x
OS 6295/10275/1177,6295,10275,1177,8022,81.87,
OS 6295/10275/1376,6295,10275,1376,2001,485.36,x
